Total I/Os per Second ,Total MBs per Second ,Average I/O Response Time (ms) ,Maximum I/O Response Time (ms) ,% CPU Utilization (total) ,Total Error Count ,
9614.12,1201.76,13.3098,33.0670,1.91 %,0,
9288.66,1161.08,13.7646,33.5984,5.43 %,0,
9543.01,1192.88,13.4251,33.9138,3.50 %,0,
9354.93,1169.37,13.6409,33.9211,2.20 %,0,
8885.68,1110.71,14.4321,36.0431,1.77 %,0,
8976.35,1122.04,14.2641,36.7764,1.38 %,0,
8962.48,1120.31,14.2813,36.6938,2.86 %,0,
8883.20,1110.40,14.3887,34.7211,2.47 %,0,
8757.90,1094.74,14.6009,37.7432,2.62 %,0,
8884.77,1110.60,14.4461,36.0923,3.70 %,0,
8931.87,1116.48,14.3241,33.7137,2.47 %,0,
8896.92,1112.12,14.3756,38.6555,2.53 %,0,
8880.50,1110.06,14.4123,35.4554,1.73 %,0,
8878.45,1109.81,14.4286,39.1203,2.08 %,0,
8768.49,1096.06,14.5958,41.7397,3.59 %,0,
8792.86,1099.11,14.5568,38.8163,2.18 %,0,
8638.51,1079.81,14.7793,34.8759,2.94 %,0,
8783.36,1097.92,14.5998,37.4019,2.67 %,0,
8850.93,1106.37,14.4804,34.4979,2.76 %,0,
8866.65,1108.33,14.4277,37.7830,3.00 %,0,
8991.82,1123.98,14.2206,37.5016,3.89 %,0,
8795.03,1099.38,14.5123,37.9137,2.84 %,0,
8472.38,1059.05,15.1294,39.2796,2.57 %,0,
8879.65,1109.96,14.4426,36.3101,4.04 %,0,
8821.42,1102.68,14.5187,36.0116,2.49 %,0,
8753.08,1094.13,14.5990,41.1366,2.03 %,0,
8945.12,1118.14,14.3200,33.8917,2.63 %,0,
8884.89,1110.61,14.4186,36.3444,2.33 %,0,
8984.41,1123.05,14.2093,34.8355,1.90 %,0,
8725.00,1090.62,14.7040,36.2020,3.20 %,0,
8954.39,1119.30,14.2905,34.1697,3.25 %,0,
8864.28,1108.04,14.4280,38.0239,1.66 %,0,
8897.98,1112.25,14.3888,35.7769,3.62 %,0,
8771.10,1096.39,14.5964,36.3158,3.39 %,0,
9036.46,1129.56,14.1877,36.7872,5.34 %,0,
9341.94,1167.74,13.6956,33.9541,0.91 %,0,
9433.61,1179.20,13.5448,36.8846,2.58 %,0,
9458.01,1182.25,13.5534,39.7660,2.85 %,0,
9601.08,1200.13,13.3319,29.9406,3.54 %,0,
9600.51,1200.06,13.3204,34.6916,3.55 %,0,
9525.49,1190.69,13.4335,43.6449,2.37 %,0,
9589.38,1198.67,13.3725,31.6229,4.71 %,0,
9638.97,1204.87,13.2455,33.0903,3.91 %,0,
9595.41,1199.43,13.3490,32.3360,3.17 %,0,
9594.48,1199.31,13.3433,40.0603,1.01 %,0,
9582.11,1197.76,13.3684,32.5755,3.72 %,0,
9573.70,1196.71,13.3583,37.3056,3.31 %,0,
9652.33,1206.54,13.2730,32.2155,4.37 %,0,
9427.98,1178.50,13.5654,37.4946,2.24 %,0,
9449.46,1181.18,13.5645,34.2107,3.11 %,0,
9740.56,1217.57,13.1032,35.8774,2.76 %,0,
9678.75,1209.84,13.2580,33.0259,4.63 %,0,
9662.30,1207.79,13.2395,36.5830,4.17 %,0,
9629.04,1203.63,13.2718,32.6095,1.81 %,0,
9524.38,1190.55,13.4555,40.2399,3.77 %,0,
9313.65,1164.21,13.7472,39.9536,3.29 %,0,
9566.39,1195.80,13.3836,35.9498,2.57 %,0,
9678.37,1209.80,13.2006,31.2795,5.18 %,0,
9603.52,1200.44,13.3535,32.1151,1.97 %,0,
9659.46,1207.43,13.2492,32.6185,3.14 %,0,
9577.34,1197.17,13.3648,31.8373,2.73 %,0,
9665.74,1208.22,13.2240,33.9845,3.72 %,0,
9710.92,1213.86,13.1937,32.7310,4.50 %,0,
9588.59,1198.57,13.3367,31.8225,2.60 %,0,
9593.34,1199.17,13.3643,31.1493,2.51 %,0,
9595.11,1199.39,13.3280,33.2020,2.43 %,0,
9286.42,1160.80,13.7949,36.5952,2.15 %,0,
9550.49,1193.81,13.3875,35.9473,2.52 %,0,
9591.58,1198.95,13.3638,32.4154,2.77 %,0,
9680.33,1210.04,13.2098,34.0180,4.10 %,0,
9567.79,1195.97,13.3678,32.7118,3.28 %,0,
9437.39,1179.67,13.5705,33.6176,4.06 %,0,
9196.74,1149.59,13.9151,36.9001,2.24 %,0,
8961.45,1120.18,14.2881,38.5864,2.58 %,0,
8855.81,1106.98,14.4462,34.9580,3.12 %,0,
8894.81,1111.85,14.3789,33.5541,2.40 %,0,
8972.16,1121.52,14.2850,35.4766,4.15 %,0,
8912.78,1114.10,14.3523,36.1329,3.01 %,0,
8887.41,1110.93,14.3888,37.8548,3.33 %,0,
8481.99,1060.25,15.0901,41.7549,2.11 %,0,
8605.14,1075.64,14.9044,34.1606,2.91 %,0,
8594.83,1074.35,14.8755,37.9039,2.60 %,0,
8590.50,1073.81,14.8610,39.7378,3.47 %,0,
8494.05,1061.76,15.1101,36.5577,1.74 %,0,
8488.76,1061.10,15.0785,37.3175,3.46 %,0,
8618.53,1077.32,14.8495,40.4949,2.66 %,0,
8640.81,1080.10,14.8101,37.1983,1.46 %,0,
8645.12,1080.64,14.7966,38.4605,2.90 %,0,
8623.36,1077.92,14.8470,38.6225,6.07 %,0,
8662.85,1082.86,14.8006,35.4206,2.12 %,0,
8644.80,1080.60,14.7975,35.9100,2.68 %,0,
8721.50,1090.19,14.6572,39.0070,2.62 %,0,
8747.85,1093.48,14.6513,36.9801,2.51 %,0,
8637.75,1079.72,14.7941,37.2369,4.09 %,0,
8845.32,1105.66,14.4896,41.6325,2.37 %,0,
8868.83,1108.60,14.4103,35.7847,2.99 %,0,
8967.59,1120.95,14.2972,36.1695,3.71 %,0,
8948.19,1118.52,14.3127,33.7856,2.92 %,0,
9486.92,1185.87,13.4782,34.1162,4.73 %,0,
9432.06,1179.01,13.5874,33.3550,2.93 %,0,
9652.96,1206.62,13.2567,30.9371,3.00 %,0,
9429.89,1178.74,13.5692,36.1014,4.64 %,0,
9446.76,1180.85,13.5432,31.4919,3.55 %,0,
9717.59,1214.70,13.1817,32.7966,4.32 %,0,
9592.60,1199.08,13.3272,37.3840,2.48 %,0,
9457.82,1182.23,13.5357,31.6923,2.29 %,0,
9580.65,1197.58,13.3671,34.9265,3.02 %,0,
9555.48,1194.44,13.4028,33.6489,2.13 %,0,
9645.40,1205.68,13.2519,34.9298,2.88 %,0,
9431.18,1178.90,13.5719,36.9061,3.83 %,0,
9623.88,1202.98,13.3139,33.0287,4.11 %,0,
9573.66,1196.71,13.3791,36.9986,2.72 %,0,
9592.93,1199.12,13.3315,33.7225,4.05 %,0,
9573.20,1196.65,13.3601,35.0483,2.90 %,0,
9641.61,1205.20,13.2857,31.7831,4.45 %,0,
9611.53,1201.44,13.3149,38.1842,2.50 %,0,
9618.71,1202.34,13.3198,33.2773,1.97 %,0,
9472.27,1184.03,13.5074,34.2646,3.59 %,0,
9591.21,1198.90,13.3219,33.3701,2.26 %,0,
9601.50,1200.19,13.3182,31.2245,3.66 %,0,
9648.73,1206.09,13.2632,33.4862,3.57 %,0,
9424.93,1178.12,13.6181,35.1209,3.87 %,0,
9640.77,1205.10,13.2828,34.0066,3.92 %,0,
9587.52,1198.44,13.3160,38.1091,2.43 %,0,
9670.92,1208.86,13.2437,41.3821,4.23 %,0,
9432.91,1179.11,13.5816,31.8021,3.81 %,0,
9615.88,1201.99,13.3101,30.7274,2.26 %,0,
9527.07,1190.88,13.4201,36.0266,2.71 %,0,
9582.89,1197.86,13.3781,37.4960,3.92 %,0,
9772.98,1221.62,13.0973,31.7298,1.60 %,0,
9674.15,1209.27,13.2287,33.7183,3.58 %,0,
9635.11,1204.39,13.2933,32.9434,2.64 %,0,
9559.32,1194.92,13.3786,30.6091,1.98 %,0,
9449.93,1181.24,13.5419,33.2602,2.16 %,0,
9461.54,1182.69,13.5286,37.8336,2.34 %,0,
9604.53,1200.57,13.3340,32.2054,2.73 %,0,
9593.09,1199.14,13.3335,30.2515,1.72 %,0,
9575.89,1196.99,13.3500,33.5158,3.40 %,0,
9596.96,1199.62,13.3433,33.6692,2.44 %,0,
9497.31,1187.16,13.4983,32.6543,3.58 %,0,
9474.96,1184.37,13.5023,32.1778,3.56 %,0,
9371.98,1171.50,13.6626,37.1128,2.95 %,0,
9442.14,1180.27,13.5571,36.5628,3.32 %,0,
9369.06,1171.13,13.6432,36.1367,3.18 %,0,
9388.54,1173.57,13.6480,33.7354,3.12 %,0,
9473.55,1184.19,13.5163,35.5931,2.91 %,0,
9029.60,1128.70,14.1508,41.0962,3.16 %,0,
8819.52,1102.44,14.5111,35.1479,2.01 %,0,
8567.14,1070.89,14.9635,35.4193,3.23 %,0,
8709.77,1088.72,14.6913,35.1508,1.92 %,0,
8686.17,1085.77,14.7027,39.3029,1.50 %,0,
8618.30,1077.29,14.8817,36.3190,3.06 %,0,
8618.97,1077.37,14.8496,36.5002,4.33 %,0,
8746.37,1093.30,14.6358,36.3263,2.63 %,0,
8444.15,1055.52,15.1333,46.1266,2.86 %,0,
8456.45,1057.06,15.1673,42.1883,3.25 %,0,
8580.52,1072.57,14.9107,35.6196,2.78 %,0,
8749.96,1093.75,14.6194,33.7306,3.86 %,0,
8629.07,1078.63,14.8267,41.4291,3.44 %,0,
8719.92,1089.99,14.6938,40.3950,2.11 %,0,
8655.43,1081.93,14.7791,36.5626,3.15 %,0,
8538.85,1067.36,14.9752,38.5044,2.63 %,0,
8666.12,1083.27,14.8016,35.5229,3.97 %,0,
8644.00,1080.50,14.7576,36.9962,3.32 %,0,
8572.66,1071.58,14.9521,40.6239,2.85 %,0,
8619.47,1077.43,14.8687,35.3927,2.01 %,0,
8768.19,1096.02,14.5841,37.2235,2.61 %,0,
8879.13,1109.89,14.3996,34.1898,2.78 %,0,
8587.28,1073.41,14.9300,39.8395,4.28 %,0,
9340.17,1167.52,13.7167,35.2160,3.14 %,0,
9396.82,1174.60,13.6314,33.8295,4.49 %,0,
9623.11,1202.89,13.2759,33.3916,2.53 %,0,
9538.79,1192.35,13.4318,38.1301,2.66 %,0,
9584.28,1198.03,13.3650,33.0312,3.51 %,0,
9585.72,1198.22,13.3302,34.9742,2.15 %,0,
9591.78,1198.97,13.3669,33.5241,0.85 %,0,
9447.87,1180.98,13.5455,34.0882,4.40 %,0,
9595.89,1199.49,13.3331,38.4091,3.33 %,0,
9519.16,1189.89,13.4445,35.4157,3.16 %,0,
9558.78,1194.85,13.4000,36.0384,3.43 %,0,
9681.97,1210.25,13.2212,39.4509,3.86 %,0,
9604.69,1200.59,13.3297,34.2492,3.54 %,0,
9587.00,1198.37,13.3283,32.3264,3.41 %,0,
9608.64,1201.08,13.3432,38.9964,4.24 %,0,
9653.73,1206.72,13.2566,36.9986,2.02 %,0,
9604.19,1200.52,13.3325,32.0907,2.45 %,0,
9573.98,1196.75,13.3510,32.7984,3.88 %,0,
9599.89,1199.99,13.3400,34.1944,3.98 %,0,
9614.34,1201.79,13.3039,34.0761,1.66 %,0,
9635.43,1204.43,13.2747,34.8418,2.67 %,0,
9605.67,1200.71,13.3419,33.9982,2.83 %,0,
9451.33,1181.42,13.5445,31.5820,2.96 %,0,
9553.07,1194.13,13.3943,35.6183,2.93 %,0,
9441.30,1180.16,13.5633,32.0235,4.61 %,0,
9683.96,1210.50,13.2091,34.0892,3.36 %,0,
9593.04,1199.13,13.3524,34.0091,3.93 %,0,
9602.17,1200.27,13.3216,34.3358,1.84 %,0,
9419.80,1177.47,13.6012,34.7295,3.64 %,0,
9615.77,1201.97,13.3102,31.1958,2.42 %,0,
9399.28,1174.91,13.5972,34.5851,2.89 %,0,
9467.04,1183.38,13.5358,34.6695,1.76 %,0,
9377.29,1172.16,13.6225,34.0485,1.12 %,0,
9345.88,1168.23,13.7216,37.9189,4.57 %,0,
9375.23,1171.90,13.6531,33.7532,2.19 %,0,
9375.40,1171.92,13.6396,32.1911,2.05 %,0,
9080.38,1135.05,14.0829,34.0087,2.07 %,0,
8926.98,1115.87,14.3475,38.6201,2.83 %,0,
9032.44,1129.06,14.1748,35.9087,3.08 %,0,
8779.86,1097.48,14.5889,39.6379,3.38 %,0,
8934.27,1116.78,14.3377,37.3095,2.99 %,0,
8891.14,1111.39,14.3815,32.2451,3.97 %,0,
8879.48,1109.94,14.4230,38.1656,4.15 %,0,
8865.23,1108.15,14.4210,36.4187,2.89 %,0,
8906.18,1113.27,14.3620,36.7139,2.90 %,0,
8807.52,1100.94,14.5314,37.0716,1.93 %,0,
8725.22,1090.65,14.6909,40.2621,3.69 %,0,
9023.21,1127.90,14.1711,40.0674,2.48 %,0,
8944.29,1118.04,14.3321,33.9295,2.27 %,0,
8866.24,1108.28,14.4223,37.3866,2.56 %,0,
9056.88,1132.11,14.1350,35.0448,3.55 %,0,
9027.68,1128.46,14.1856,36.8793,3.48 %,0,
9029.14,1128.64,14.1777,38.8004,2.42 %,0,
9333.56,1166.69,13.6869,35.0670,2.45 %,0,
9376.62,1172.08,13.6515,34.0648,3.62 %,0,
9138.08,1142.26,14.0211,36.3201,2.51 %,0,
9241.29,1155.16,13.8665,34.8043,4.46 %,0,
9503.67,1187.96,13.4684,35.7345,4.47 %,0,
9399.69,1174.96,13.6071,33.3038,1.98 %,0,
9216.86,1152.11,13.8878,35.8771,2.00 %,0,
9341.37,1167.67,13.7088,33.0912,3.69 %,0,
9442.80,1180.35,13.5520,34.2216,3.30 %,0,
9214.06,1151.76,13.8665,35.5033,3.30 %,0,
9350.50,1168.81,13.7004,35.5904,2.15 %,0,
9446.68,1180.83,13.5606,35.3565,3.65 %,0,
9203.20,1150.40,13.9144,38.3972,2.88 %,0,
9378.73,1172.34,13.6496,36.6442,2.91 %,0,
9391.42,1173.93,13.6219,35.4104,2.52 %,0,
9214.76,1151.85,13.9064,33.4045,3.41 %,0,
9364.56,1170.57,13.6599,34.0529,3.31 %,0,
9365.96,1170.74,13.6661,37.5828,3.96 %,0,
9445.87,1180.73,13.5503,32.8728,2.99 %,0,
9384.83,1173.10,13.6362,32.0931,4.32 %,0,
9452.25,1181.53,13.5473,32.4188,1.66 %,0,
9322.06,1165.26,13.7184,36.9511,2.38 %,0,
9271.24,1158.91,13.7886,35.5085,4.52 %,0,
8790.69,1098.84,14.5544,36.0473,3.31 %,0,
9447.30,1180.91,13.5842,34.6982,2.07 %,0,
9396.50,1174.56,13.6186,35.0192,3.08 %,0,
9463.78,1182.97,13.5087,30.1564,2.51 %,0,
9438.18,1179.77,13.5587,34.5035,2.89 %,0,
9375.29,1171.91,13.6635,31.1024,2.12 %,0,
9370.85,1171.36,13.6577,35.3981,2.10 %,0,
9363.00,1170.38,13.6670,32.6063,2.82 %,0,
9445.59,1180.70,13.5647,30.7565,2.14 %,0,
9353.06,1169.13,13.6677,34.0363,3.62 %,0,
9222.92,1152.87,13.8962,38.7525,2.70 %,0,
9097.24,1137.16,14.0504,37.5530,3.17 %,0,
8952.02,1119.00,14.3041,40.0274,4.38 %,0,
8693.51,1086.69,14.7130,44.7562,4.65 %,0,
8869.38,1108.67,14.4417,35.6606,4.31 %,0,
8877.43,1109.68,14.4210,36.2653,3.33 %,0,
8899.34,1112.42,14.3727,42.2756,2.82 %,0,
8927.75,1115.97,14.3604,45.1781,3.09 %,0,
8903.07,1112.88,14.3745,39.0146,2.91 %,0,
8565.51,1070.69,14.9364,41.6401,3.50 %,0,
8865.32,1108.16,14.4409,40.9243,2.62 %,0,
8896.47,1112.06,14.3786,36.8075,2.93 %,0,
9321.02,1165.13,13.7418,33.5878,2.77 %,0,
9455.89,1181.99,13.5373,39.4117,3.10 %,0,
9046.05,1130.76,14.1426,33.9097,3.96 %,0,
9192.32,1149.04,13.9097,35.5800,2.48 %,0,
9324.29,1165.54,13.7494,34.0509,4.16 %,0,
9377.15,1172.14,13.6556,32.3669,1.87 %,0,
9363.26,1170.41,13.6530,36.9541,2.79 %,0,
9351.51,1168.94,13.6891,40.2546,3.60 %,0,
9433.95,1179.24,13.5772,32.6135,2.68 %,0,
9402.12,1175.26,13.6072,34.6516,3.42 %,0,
9441.35,1180.17,13.5533,33.6419,3.62 %,0,
9372.61,1171.58,13.6538,38.1584,3.54 %,0,
9460.47,1182.56,13.5389,31.5315,4.97 %,0,
9353.82,1169.23,13.6798,34.5726,2.65 %,0,
9375.42,1171.93,13.6644,34.5371,3.42 %,0,
9360.27,1170.03,13.6543,33.6813,3.13 %,0,
9256.05,1157.01,13.8245,33.4195,0.86 %,0,
9336.05,1167.01,13.7174,34.5617,2.22 %,0,
9084.65,1135.58,14.0645,37.9359,1.38 %,0,
9229.21,1153.65,13.8996,37.9750,2.40 %,0,
9283.56,1160.45,13.7737,38.4132,2.61 %,0,
9327.84,1165.98,13.7363,34.8577,3.53 %,0,
9347.52,1168.44,13.6951,35.8482,3.89 %,0,
9367.92,1170.99,13.6308,37.9033,2.61 %,0,
8911.81,1113.98,14.3914,38.8008,1.89 %,0,
8953.98,1119.25,14.2602,34.8587,3.04 %,0,
8740.30,1092.54,14.6603,35.3932,2.08 %,0,
8871.00,1108.87,14.4473,36.0460,2.05 %,0,
8723.95,1090.49,14.6668,38.2970,4.36 %,0,
8699.61,1087.45,14.7049,37.4768,4.04 %,0,
8882.84,1110.36,14.4020,32.8585,3.45 %,0,
8870.63,1108.83,14.4423,38.6531,3.06 %,0,
8768.88,1096.11,14.5845,36.4196,2.59 %,0,
8899.08,1112.39,14.4066,35.6271,3.04 %,0,
8952.53,1119.07,14.2897,37.1381,2.24 %,0,
8873.62,1109.20,14.4250,32.8035,2.77 %,0,
8816.71,1102.09,14.5016,31.5673,1.48 %,0,
8620.86,1077.61,14.8491,37.9450,2.36 %,0,
8881.69,1110.21,14.4224,34.9701,2.32 %,0,
9001.26,1125.16,14.2117,37.2373,3.67 %,0,
8965.65,1120.71,14.2759,36.0384,2.92 %,0,
8914.19,1114.27,14.3610,40.2650,2.02 %,0,
8968.73,1121.09,14.2466,34.2658,3.19 %,0,
8757.93,1094.74,14.6437,34.6896,2.01 %,0,
8891.55,1111.44,14.3704,38.3582,2.51 %,0,
8947.33,1118.42,14.3363,44.7266,3.84 %,0,
9372.57,1171.57,13.6614,35.3608,2.48 %,0,
9419.76,1177.47,13.5918,34.5636,2.33 %,0,
9720.27,1215.03,13.1539,34.6197,4.52 %,0,
9651.17,1206.40,13.2753,33.2862,2.29 %,0,
9609.51,1201.19,13.3051,34.0324,2.40 %,0,
9598.47,1199.81,13.3289,36.8487,1.51 %,0,
9588.50,1198.56,13.3654,39.2031,3.09 %,0,
9606.72,1200.84,13.3152,30.3484,4.67 %,0,
9573.16,1196.64,13.3653,32.5972,3.27 %,0,
9582.73,1197.84,13.3663,32.6287,3.16 %,0,
9435.83,1179.48,13.5750,33.8307,3.32 %,0,
9680.17,1210.02,13.1541,38.6037,2.97 %,0,
9505.12,1188.14,13.5306,38.1386,2.95 %,0,
9647.16,1205.89,13.2618,35.5025,2.50 %,0,
9588.10,1198.51,13.3447,34.5911,3.22 %,0,
9611.42,1201.43,13.3069,36.0124,3.62 %,0,
9589.46,1198.68,13.3420,35.0745,1.81 %,0,
9625.27,1203.16,13.3331,34.8820,3.13 %,0,
9576.64,1197.08,13.3416,33.8202,2.84 %,0,
9602.98,1200.37,13.3154,32.5592,4.03 %,0,
9572.91,1196.61,13.3979,36.9510,1.89 %,0,
9629.98,1203.75,13.2984,39.9685,2.93 %,0,
9634.77,1204.35,13.2865,30.0906,2.61 %,0,
9582.07,1197.76,13.3432,31.4180,1.78 %,0,
9492.72,1186.59,13.4834,38.0045,2.18 %,0,
9419.83,1177.48,13.5864,33.1718,4.06 %,0,
9496.11,1187.01,13.4836,33.4511,2.79 %,0,
9611.88,1201.49,13.3279,33.4725,2.37 %,0,
9610.93,1201.37,13.2835,32.1960,3.76 %,0,
9675.63,1209.45,13.2506,33.8772,2.68 %,0,
9410.95,1176.37,13.6069,33.0381,4.36 %,0,
9587.61,1198.45,13.3516,35.6802,1.62 %,0,
9429.65,1178.71,13.5704,33.5786,2.84 %,0,
9599.90,1199.99,13.3367,31.5199,3.43 %,0,
9542.81,1192.85,13.4042,34.7305,2.67 %,0,
9022.48,1127.81,14.1914,41.9137,3.31 %,0,
9358.06,1169.76,13.6790,36.2145,3.25 %,0,
9158.38,1144.80,13.9758,34.5013,2.15 %,0,
8896.35,1112.04,14.3758,33.7015,3.51 %,0,
8713.54,1089.19,14.7055,34.0756,3.16 %,0,
8942.47,1117.81,14.3158,35.0838,1.80 %,0,
8988.59,1123.57,14.2218,35.9155,2.61 %,0,
9064.35,1133.04,14.1398,33.3563,3.74 %,0,
8911.88,1113.99,14.3393,40.7822,3.13 %,0,
8882.40,1110.30,14.4235,35.7382,2.13 %,0,
8972.62,1121.58,14.2689,33.4286,2.57 %,0,
8957.87,1119.73,14.2709,34.9902,4.21 %,0,
8912.99,1114.12,14.3648,35.3375,3.21 %,0,
8896.42,1112.05,14.3965,36.5713,3.85 %,0,
8687.67,1085.96,14.7257,38.4579,1.49 %,0,
8813.62,1101.70,14.5095,40.2361,2.43 %,0,
8635.07,1079.38,14.8165,41.7916,4.32 %,0,
8676.35,1084.54,14.7789,39.4538,4.36 %,0,
8659.59,1082.45,14.7558,37.8182,2.56 %,0,
8478.98,1059.87,15.1286,37.8229,2.06 %,0,
8635.29,1079.41,14.7728,37.0599,3.16 %,0,
8614.95,1076.87,14.9045,40.9860,3.20 %,0,
8518.74,1064.84,14.9839,35.8148,5.15 %,0,
8697.28,1087.16,14.7366,35.9790,4.44 %,0,
8744.34,1093.04,14.6442,40.6930,1.95 %,0,
8690.17,1086.27,14.7168,39.5919,3.19 %,0,
8583.23,1072.90,14.9476,37.5262,2.69 %,0,
8761.80,1095.23,14.5943,34.7326,2.10 %,0,
8715.93,1089.49,14.6716,35.7889,2.39 %,0,
8877.59,1109.70,14.4304,30.5826,4.05 %,0,
9166.96,1145.87,13.9756,35.5507,2.30 %,0,
9448.22,1181.03,13.5462,35.5635,3.60 %,0,
9227.16,1153.39,13.8653,35.2780,2.75 %,0,
9521.84,1190.23,13.4599,40.2126,4.35 %,0,
9716.91,1214.61,13.1637,32.8441,3.45 %,0,
9366.13,1170.77,13.5957,29.8495,3.88 %,0,
9409.71,1176.21,13.6743,36.6363,3.53 %,0,
9443.04,1180.38,13.5521,29.9911,2.84 %,0,
9702.65,1212.83,13.1814,34.8624,3.49 %,0,
9566.72,1195.84,13.3963,34.9671,4.38 %,0,
9595.77,1199.47,13.3358,35.5839,4.40 %,0,
9446.88,1180.86,13.5512,34.9549,2.88 %,0,
9569.39,1196.17,13.3562,34.1046,1.67 %,0,
9517.14,1189.64,13.4624,34.2316,3.96 %,0,
9479.67,1184.96,13.4709,35.3895,4.00 %,0,
9610.85,1201.36,13.3411,38.3704,2.06 %,0,
9639.94,1204.99,13.2803,32.5418,4.25 %,0,
9591.79,1198.97,13.3547,32.1896,2.35 %,0,
9594.17,1199.27,13.3290,35.5931,3.27 %,0,
9655.01,1206.88,13.2706,33.8187,4.81 %,0,
9626.58,1203.32,13.2859,33.7792,4.12 %,0,
9603.43,1200.43,13.3219,33.8669,3.11 %,0,
9653.57,1206.70,13.2571,34.2931,5.53 %,0,
9585.12,1198.14,13.3608,31.4416,2.49 %,0,
9596.12,1199.52,13.3310,34.2696,4.58 %,0,
9636.00,1204.50,13.3037,33.6765,4.09 %,0,
9670.80,1208.85,13.2360,34.4542,3.85 %,0,
9635.29,1204.41,13.2732,38.5058,1.85 %,0,
9447.62,1180.95,13.5399,33.8758,1.98 %,0,
9573.00,1196.63,13.3820,32.6166,3.52 %,0,
9388.60,1173.57,13.6377,34.1464,3.60 %,0,
9254.50,1156.81,13.8116,37.8570,2.42 %,0,
9240.36,1155.04,13.8532,35.3892,2.36 %,0,
9418.44,1177.30,13.5977,35.9862,2.96 %,0,
9359.42,1169.93,13.6419,32.4450,3.43 %,0,
9355.00,1169.37,13.7143,44.9631,3.16 %,0,
9081.69,1135.21,14.0798,34.1632,3.83 %,0,
8949.94,1118.74,14.3156,36.6937,2.96 %,0,
8961.02,1120.13,14.2900,35.5052,2.50 %,0,
8769.62,1096.20,14.5816,37.1979,2.44 %,0,
8862.19,1107.77,14.4464,34.6154,2.98 %,0,
